link,section,date,title,nb_up,nb_down,nb_comments
https://9gag.com/gag/angWp7q,Ask 9GAG,2022-06-04 18:59:57.875506,If you'd like to view your public stats let me know. More metrics to come.,3,6,10
https://9gag.com/gag/aQXNNy2,Gaming,2022-06-03 19:59:57.875506,It’s 2005 and you’re amazed you get to watch the latest Spider-Man on a portable PlayStation,4900,112,255
https://9gag.com/gag/a91NmD1,Funny,2022-06-01 19:59:57.875506,When you got no forklift licence,734,39,87
https://9gag.com/gag/aXrGV9z,Funny,2022-06-01 19:59:57.875506,Hades Carbonara,2800,123,80
https://9gag.com/gag/a81X6D6,WTF,2022-06-01 19:59:57.875506,"Shark man, control over all sea life , +10 attack speed in water",3300,132,85
https://9gag.com/gag/aAGNQZp,Awesome,2022-06-01 19:59:57.875506,Smoke,388,38,48
https://9gag.com/gag/aGzN0r0,Funny,2022-05-29 19:59:57.875506,"Epiphany - January 6th, 5BC - Three Kings visit baby Christ",2100,228,82
https://9gag.com/gag/a91NMDD,Gaming,2022-05-28 00:00:00.000000,Wich one today?,405,25,14
https://9gag.com/gag/aM4NrGx,Anime & Manga,2022-05-29 19:59:57.875506,Horeyyy sheeit! Sana da beeichh!,380,39,18
https://9gag.com/gag/axBAn52,Awesome,2022-05-25 00:00:00.000000,This landscape looks like someone dropped a green quilted blanket on the earth,4700,68,124
https://9gag.com/gag/a31xNr8,Funny,2022-05-25 00:00:00.000000,How many holups can 4 panels have?,1300,48,18
https://9gag.com/gag/a61x2z9,Awesome,2022-05-24 00:00:00.000000,"This is the last photo taken of Nicholas Mevoli before he attempted to dive 236ft deep and succeeded. He surfaced and gave the “O.K.” sign, attempted to speak and passed out. He never recovered and died from pulmonary edema.",5900,259,580
https://9gag.com/gag/a81nGgY,Meme,2022-05-22 00:00:00.000000,Ya'll asked for it,912,87,25
https://9gag.com/gag/a91VE5Z,Funny,2022-05-22 00:00:00.000000,Poor lil' feller..,391,21,14
https://9gag.com/gag/aYrm0nx,Funny,2022-05-18 00:00:00.000000,No way,8200,444,624
https://9gag.com/gag/aRrDyBG,Funny,2022-05-17 00:00:00.000000,Gator Don't Play No Sh!t... Gator Never been Bout That!,281,49,32
https://9gag.com/gag/arnz59d,Funny,2022-05-14 00:00:00.000000,Absolutely nothing to see here .. or smell!,1000,103,28
https://9gag.com/gag/azeQqDq,WTF,2022-05-14 00:00:00.000000,Well…. F**k!,519,46,121
https://9gag.com/gag/aDDMzOO,Awesome,2022-05-14 00:00:00.000000,Brain goes brrr,11000,367,636
https://9gag.com/gag/a11woo8,Awesome,2022-05-14 00:00:00.000000,"Just discovered this in my backyard, would you?",174,21,67
https://9gag.com/gag/ajgRydg,Funny,2022-05-10 00:00:00.000000,And also some series...,132,20,31
https://9gag.com/gag/a71AyBb,Funny,2022-05-13 00:00:00.000000,Basically harmless,3600,196,208
https://9gag.com/gag/aOQp6QE,WTF,2022-05-12 00:00:00.000000,What the...,421,29,68
https://9gag.com/gag/aqGDEBP,Awesome,2022-05-11 00:00:00.000000,Guy drew other half slice of pizza 🍕 very real.,635,66,28
https://9gag.com/gag/aGz7bo5,Funny,2022-05-10 00:00:00.000000,What the ...,807,109,218
https://9gag.com/gag/a0ZOWdX,Awesome,2022-05-10 00:00:00.000000,Mid-flight snacks on Scandinavian Airlines in 1969,1200,53,76
https://9gag.com/gag/aggK8y6,Random,2022-05-09 00:00:00.000000,"When visiting a cinema, dont be this guys",1100,64,103
https://9gag.com/gag/apgVxLp,Funny,2022-05-09 00:00:00.000000,Huge bird really loves this man.,2000,42,72
https://9gag.com/gag/aYrRewx,PC Master Race,2022-05-06 00:00:00.000000,"Was cleaning out old, old, OLD boxes and dug up a fossil! Who remembers?",462,32,85
https://9gag.com/gag/aGz7K5z,Funny,2022-05-05 00:00:00.000000,Honda VS Ryu,524,45,17
https://9gag.com/gag/aGzOGZw,Teens Can Relate,2022-05-02 00:00:00.000000,No explanation needed,685,61,30
https://9gag.com/gag/aVxVZEM,Funny,2022-05-02 00:00:00.000000,"If you look, you're a pervert. If you don't look, you run into something.",601,42,22
