link,section,date,title,nb_up,nb_down,nb_comments
https://9gag.com/gag/angWp7q,Ask 9GAG,2022-06-04 19:04:01.224218,If you'd like to view your public stats let me know. More metrics to come.,3,8,11
https://9gag.com/gag/aOQDLMD,Science & Tech,2022-04-06 00:00:00.000000,"Random portuguese: ""what's this electronics shortage you're all talking about?"" Portuguese electronics:",89,7,9
https://9gag.com/gag/aYrDDDv,Science & Tech,2022-03-27 00:00:00.000000,Programmer must die,95,23,1
https://9gag.com/gag/aYrGqDv,Latest News,2022-03-06 00:00:00.000000,Flooding the field have been proven a successful strategy in the past.,98,28,9
https://9gag.com/gag/aDD7ggN,Travel & Photography,2022-03-04 00:00:00.000000,"No right to complain, but still...",6,15,5
https://9gag.com/gag/aXoD099,Ask 9GAG,2021-09-26 00:00:00.000000,Starting on Tuesday. Any advice ?,1,5,12
https://9gag.com/gag/a27g0Ze,Animals,2021-08-10 00:00:00.000000,Just dropped the deadliest fart streak and she didn't flinch : Cat has COVID.,5,0,0
https://9gag.com/gag/aeARpKB,Science & Tech,2021-06-20 00:00:00.000000,Every si ngle time,39,16,6
https://9gag.com/gag/a1rOeZP,Animals,2021-06-20 00:00:00.000000,Hege..edgegog... Spikepups are cute,2,0,0
